customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4373-['O' 'M' 'L' 'E' 'B'],Female,0,No,No,5,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),60.25,301.25,No
4374-['D' 'R' 'U' 'J' 'M'],Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.96,259.8,No
4375-['L' 'B' 'Z' 'O' 'N'],Male,0,Yes,No,35,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),109.31,3825.85,No
4376-['Y' 'J' 'V' 'H' 'Y'],Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),97.14,874.26,No
4377-['O' 'M' 'H' 'U' 'U'],Male,1,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.09,20.09,No
4378-['V' 'N' 'A' 'M' 'H'],Female,1,Yes,No,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,93.05,2791.5,No
4379-['R' 'V' 'I' 'M' 'C'],Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),18.84,1356.48,No
4380-['R' 'J' 'E' 'Y' 'F'],Male,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),22.83,456.6,No
4381-['H' 'X' 'G' 'U' 'R'],Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),43.98,307.86,No
4382-['N' 'O' 'J' 'Z' 'U'],Male,1,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.04,1298.44,No
4383-['L' 'G' 'G' 'K' 'M'],Female,1,No,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),57.91,1447.75,No
4384-['O' 'R' 'G' 'F' 'W'],Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,76.06,2205.74,No
4385-['K' 'H' 'T' 'A' 'H'],Female,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,97.69,5079.88,No
4386-['H' 'S' 'C' 'E' 'C'],Female,0,No,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.72,2549.04,No
4387-['O' 'N' 'U' 'O' 'X'],Female,0,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),113.76,5346.72,No
4388-['Q' 'R' 'B' 'L' 'P'],Female,1,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),65.07,1626.75,No
4389-['D' 'Y' 'B' 'N' 'K'],Female,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),107.5,1505.0,No
4390-['M' 'Y' 'G' 'J' 'X'],Female,0,No,No,27,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,64.15,1732.05,Yes
4391-['A' 'U' 'Y' 'D' 'R'],Female,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),110.53,2873.78,No
4392-['F' 'B' 'C' 'N' 'H'],Male,1,No,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),105.77,528.85,No
4393-['P' 'S' 'R' 'F' 'N'],Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.07,902.19,Yes
4394-['C' 'P' 'A' 'L' 'N'],Male,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,26.92,134.6,Yes
4395-['S' 'V' 'S' 'I' 'G'],Male,0,No,Yes,55,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,24.44,1344.2,No
4396-['N' 'E' 'R' 'I' 'U'],Male,1,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.66,590.94,No
4397-['G' 'I' 'D' 'Y' 'Q'],Female,0,Yes,Yes,39,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),22.15,863.85,No
4398-['L' 'F' 'R' 'H' 'U'],Male,1,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,81.43,895.73,No
4399-['O' 'C' 'B' 'X' 'W'],Female,0,No,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.43,3414.62,No
4400-['I' 'H' 'D' 'B' 'N'],Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),106.43,532.15,Yes
4401-['B' 'B' 'V' 'G' 'L'],Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,114.45,3891.3,No
4402-['F' 'R' 'D' 'S' 'M'],Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.57,106.28,No
4403-['T' 'U' 'W' 'Y' 'B'],Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),107.38,1718.08,No
4404-['H' 'S' 'I' 'Z' 'D'],Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),28.23,56.46,Yes
4405-['P' 'S' 'J' 'F' 'P'],Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),119.03,2142.54,No
4406-['J' 'M' 'I' 'G' 'D'],Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),29.1,1193.1,No
4407-['S' 'Z' 'D' 'S' 'S'],Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,119.55,3945.15,No
4408-['L' 'M' 'Y' 'D' 'Y'],Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,59.95,59.95,No
4409-['J' 'U' 'G' 'E' 'Q'],Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,93.48,1495.68,Yes
4410-['R' 'K' 'O' 'U' 'V'],Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,35.89,1615.05,No
4411-['G' 'R' 'Z' 'Y' 'F'],Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.42,660.5,No
4412-['R' 'P' 'B' 'S' 'A'],Male,1,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.59,86.59,No
4413-['Y' 'Z' 'K' 'T' 'E'],Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),74.42,669.78,Yes
4414-['P' 'W' 'A' 'S' 'N'],Male,0,Yes,No,19,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),110.61,2101.59,No
4415-['C' 'B' 'X' 'E' 'Q'],Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.44,349.76,No
4416-['R' 'A' 'O' 'V' 'I'],Male,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,82.95,2239.65,No
4417-['W' 'E' 'M' 'S' 'X'],Male,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.57,2029.68,Yes
4418-['J' 'T' 'Y' 'U' 'N'],Female,0,Yes,No,5,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),58.89,294.45,Yes
4419-['V' 'U' 'Z' 'L' 'K'],Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,91.62,1740.78,Yes
4420-['W' 'G' 'Q' 'R' 'G'],Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.21,4368.4,No
4421-['X' 'T' 'F' 'K' 'L'],Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,88.54,973.94,No
4422-['Z' 'P' 'S' 'W' 'S'],Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.52,177.12,No
4423-['K' 'P' 'W' 'L' 'H'],Male,1,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,64.12,1795.36,No
4424-['C' 'B' 'F' 'P' 'T'],Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.18,59.18,No
4425-['X' 'O' 'N' 'B' 'T'],Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,67.41,2831.22,Yes
4426-['R' 'N' 'R' 'B' 'A'],Female,0,No,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,47.73,3245.64,No
4427-['T' 'B' 'I' 'I' 'P'],Male,0,No,Yes,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,5396.4,No
4428-['K' 'W' 'F' 'L' 'C'],Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,100.04,1300.52,Yes
4429-['L' 'W' 'A' 'I' 'T'],Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,52.2,1200.6,No
4430-['V' 'F' 'K' 'C' 'D'],Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),111.91,5147.86,No
4431-['J' 'S' 'F' 'A' 'H'],Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.17,277.02,Yes
4432-['H' 'Y' 'F' 'Q' 'S'],Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),69.15,0.0,No
4433-['A' 'O' 'M' 'U' 'C'],Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,84.79,932.69,No
4434-['B' 'C' 'I' 'P' 'X'],Female,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,101.59,5181.09,No
4435-['M' 'S' 'R' 'U' 'L'],Male,0,No,No,16,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),86.1,1377.6,No
4436-['L' 'A' 'T' 'H' 'Q'],Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,107.88,1941.84,No
4437-['U' 'T' 'V' 'G' 'I'],Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),102.78,2877.84,No
4438-['Q' 'J' 'D' 'V' 'Z'],Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,38.8,776.0,No
4439-['G' 'G' 'H' 'Z' 'X'],Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,55.82,55.82,No
4440-['X' 'H' 'P' 'L' 'O'],Male,0,Yes,No,19,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),20.97,398.43,No
4441-['H' 'V' 'I' 'C' 'V'],Male,1,No,Yes,25,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,47.31,1182.75,No
4442-['U' 'P' 'O' 'X' 'D'],Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,19.53,468.72,No
4443-['T' 'P' 'J' 'K' 'Z'],Female,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,88.05,2729.55,Yes
4444-['E' 'K' 'M' 'O' 'F'],Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),90.42,1537.14,No
4445-['P' 'O' 'K' 'T' 'B'],Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,97.8,5379.0,No
4446-['B' 'L' 'P' 'S' 'B'],Female,1,Yes,No,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,32.51,455.14,No
4447-['Q' 'N' 'X' 'P' 'E'],Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),51.09,868.53,Yes
4448-['J' 'Q' 'M' 'P' 'I'],Male,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),82.1,2955.6,No
4449-['X' 'D' 'X' 'Z' 'P'],Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,105.03,4411.26,No
4450-['W' 'K' 'G' 'Q' 'V'],Female,1,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.61,2615.25,No
4451-['M' 'D' 'N' 'J' 'J'],Female,0,Yes,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),59.15,177.45,No
4452-['J' 'L' 'B' 'Z' 'W'],Male,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,51.72,465.48,No
4453-['I' 'E' 'H' 'U' 'N'],Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,65.35,0.0,No
4454-['G' 'G' 'I' 'C' 'N'],Female,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,34.28,274.24,No
4455-['Q' 'R' 'L' 'V' 'N'],Male,1,No,Yes,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.49,829.8,Yes
4456-['Z' 'Z' 'M' 'N' 'I'],Male,0,No,Yes,39,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,19.85,774.15,No
4457-['S' 'Z' 'B' 'K' 'Q'],Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),94.25,1979.25,No
4458-['B' 'S' 'G' 'R' 'M'],Male,0,No,No,0,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,119.49,0.0,No
4459-['E' 'R' 'W' 'Z' 'X'],Female,1,No,No,7,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),25.91,181.37,No
4460-['X' 'P' 'O' 'H' 'Z'],Male,0,No,No,20,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,33.34,666.8,No
4461-['O' 'Y' 'A' 'Q' 'O'],Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.84,1126.36,Yes
4462-['N' 'N' 'J' 'B' 'F'],Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,73.55,3530.4,No
4463-['Q' 'E' 'E' 'O' 'O'],Female,1,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),57.52,4141.44,No
4464-['T' 'K' 'E' 'A' 'K'],Female,1,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.05,1380.65,No
4465-['K' 'F' 'W' 'H' 'B'],Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,18.5,277.5,Yes
4466-['O' 'W' 'V' 'I' 'O'],Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.49,1679.68,No
4467-['H' 'P' 'N' 'O' 'T'],Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),63.06,378.36,No
4468-['M' 'I' 'A' 'F' 'H'],Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.34,88.34,No
4469-['T' 'R' 'R' 'Z' 'Q'],Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),117.91,117.91,No
4470-['U' 'P' 'M' 'V' 'D'],Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),60.17,361.02,Yes
4471-['D' 'U' 'N' 'E' 'P'],Male,0,Yes,Yes,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.11,0.0,No
4472-['N' 'N' 'N' 'Y' 'X'],Male,0,Yes,Yes,45,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),92.75,4173.75,No
4473-['Y' 'N' 'S' 'C' 'Q'],Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.57,969.12,No
4474-['N' 'J' 'M' 'V' 'D'],Male,1,Yes,No,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.94,3078.66,No
4475-['K' 'O' 'O' 'X' 'B'],Male,1,No,No,67,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),55.57,3723.19,No
4476-['K' 'B' 'W' 'E' 'M'],Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,119.02,8569.44,No
4477-['A' 'G' 'G' 'J' 'F'],Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.68,2684.88,Yes
4478-['T' 'L' 'M' 'X' 'K'],Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),94.38,2831.4,No
4479-['R' 'B' 'P' 'B' 'S'],Female,0,No,No,14,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,27.29,382.06,No
4480-['F' 'A' 'K' 'R' 'J'],Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),45.67,959.07,No
4481-['R' 'A' 'S' 'P' 'Z'],Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,89.27,3570.8,No
4482-['G' 'O' 'A' 'W' 'U'],Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,49.27,2660.58,No
4483-['I' 'B' 'Q' 'Y' 'X'],Female,0,Yes,No,72,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,49.32,3551.04,No
4484-['J' 'F' 'E' 'H' 'H'],Male,0,No,No,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,39.05,1210.55,No
4485-['E' 'L' 'G' 'M' 'M'],Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.62,479.16,No
4486-['Q' 'D' 'R' 'J' 'C'],Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.2,3902.4,No
4487-['L' 'A' 'K' 'R' 'M'],Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),27.71,1995.12,No
4488-['Q' 'H' 'T' 'S' 'Q'],Female,0,No,Yes,15,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,118.55,1778.25,No
4489-['B' 'C' 'C' 'F' 'J'],Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,48.79,1219.75,No
4490-['X' 'V' 'R' 'R' 'N'],Female,0,No,Yes,39,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,72.12,2812.68,Yes
4491-['P' 'G' 'A' 'Q' 'W'],Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.87,596.31,No
4492-['Y' 'E' 'A' 'U' 'Q'],Male,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.46,1741.32,No
4493-['J' 'L' 'Y' 'T' 'Y'],Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,91.29,182.58,No
4494-['B' 'W' 'P' 'O' 'M'],Male,0,No,No,15,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,54.94,824.1,No
4495-['R' 'T' 'V' 'N' 'R'],Male,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,34.87,523.05,No
4496-['B' 'B' 'C' 'E' 'Y'],Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,38.45,1038.15,No
4497-['P' 'V' 'O' 'L' 'I'],Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,107.49,214.98,No
4498-['Z' 'N' 'U' 'P' 'K'],Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.66,151.32,Yes
4499-['F' 'J' 'H' 'P' 'C'],Male,1,Yes,No,55,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,85.42,4698.1,No
4500-['B' 'P' 'S' 'I' 'P'],Male,1,No,Yes,8,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,26.9,215.2,No
4501-['V' 'Z' 'D' 'J' 'S'],Male,0,No,No,9,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.0,693.0,No
4502-['M' 'R' 'O' 'D' 'I'],Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.99,1294.65,No
4503-['D' 'P' 'U' 'O' 'X'],Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,30.4,364.8,No
4504-['B' 'N' 'C' 'V' 'W'],Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),67.5,2835.0,No
4505-['D' 'A' 'W' 'I' 'Q'],Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.7,944.4,No
4506-['N' 'Q' 'A' 'J' 'W'],Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,55.01,1870.34,No
4507-['P' 'Y' 'S' 'X' 'Y'],Male,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),88.32,1501.44,No
4508-['C' 'L' 'C' 'O' 'Q'],Male,0,Yes,Yes,65,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),102.43,6657.95,Yes
4509-['R' 'G' 'S' 'G' 'E'],Female,0,No,No,9,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),80.98,728.82,No
4510-['Z' 'H' 'U' 'P' 'P'],Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,97.85,978.5,No
4511-['S' 'Y' 'O' 'G' 'E'],Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,104.53,7526.16,No
4512-['W' 'K' 'J' 'Y' 'U'],Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,118.97,3807.04,Yes
4513-['W' 'I' 'A' 'T' 'A'],Male,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.4,2709.0,No
4514-['H' 'C' 'B' 'D' 'S'],Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),29.35,234.8,No
4515-['K' 'E' 'X' 'J' 'X'],Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,60.14,1082.52,No
4516-['W' 'H' 'M' 'E' 'Z'],Female,0,No,Yes,9,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,94.01,846.09,No
